&MRList
Model     =     2,
NReaction  =    2,
/


!LXCat, www.lxcat.net
!Generated on 01 Nov 2016. All rights reserved.
!
!RECOMMENDED REFERENCE FORMAT
!- Phelps database, www.lxcat.net, retrieved on November 1, 2016.
!Be aware that some databases and solvers can additionally have instructions how to reference corresponding data.
!Please check below in the headers of databases.
!
!CROSS SECTION DATA FORMAT
!In downloaded files, each collision process is defined by a block consisting of
!1st line
!Keyword in capitals indicating the type of the collision. Possible collision types are elastic, effective, excitation,
!ionization, or attachment (capital letters required, key words are case sensitive), where "elastic" is used to denote
!the elastic momentum transfer cross section and where "effective" denotes the total momentum transfer cross section (sum
!of elastic momentum transfer and total inelastic cross sections).  The latter is useful for solving the Boltzmann
!equation in the 2-term approximation.
!2nd line
!Name of the target particle species. This name is a character string, freely chosen by the user, e.g. "Ar". Optionally
!for excitation processes, the name of the corresponding excited state can be specified on the same line, separated from
!the first name either by arrow "->" (dash + greater than) or by double-head arrow "<->" (less than + dash +
!greater than), e.g. "Ar -> Ar*" and "Ar <-> Ar*", respectively. In the later case BOLSIG+ will automatically
!define the inverse superelastic process, constructing the superelastic cross-section by detailed balancing, and
!considering the indicated excited state as the target. In this case, the ratio of statistical weights must be input in
!the 3rd line (see below).  Alternatively, superelastic collisions could be defined explicitly as excitation collisions
!with a negative electron energy loss with user input cross sections and species name, "Ar*", for example.
!3rd line
!For elastic and effective collisions, the ratio of the electron mass to the target particle mass. For excitation or
!ionization collisions, the electron energy loss (nominally the threshold energy) in eV. For attachment, the 3rd line is
!missing. In case of an excitation process where an excited state has been indicated on the 2nd line using double-head
!arrow "<->", the 3rd line must specify also ratio of the statistical weights of the final state to the initial state
!as the second parameter in 3rd line this is needed by BOLSIG+ to calculate the de-excitation cross-section.
!from 4th line (optionally)
!User comments and reference information, maximum 100 lines. The only constraint on format is that these comment lines
!must not start with a number.
!Finally
!Table of the cross section as a function of energy. The table starts and ends by a line of dashes "------" (at least 5),
!and has otherwise two numbers per line: the energy in eV and the cross section in m2.
!
!xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
!DATABASE:         Phelps database
!PERMLINK:         www.lxcat.net/Phelps
!DESCRIPTION:      A compilation of atomic and molecular data, assembled and evaluated by A.V. Phelps and collaborators.
!                  Please refer to these data using the sources cited for each gas. 
!                  
!                  We make no claims for these cross sections beyond those stated in the papers where they are published
!                  or cited.  In most cases these cross sections were assembled in the 1970's and 1980's. In only a few
!                  cases have they been modified or tested since that time. I do not plan any updates.  Additions have
!                  been made when cross sections have been assembled for other purposes. Since the JILA information
!                  center was closed by NIST, there is no one there to help you.  Opinions expressed are those of AV
!                  Phelps and do not imply JILA, CU, or NIST approval.
!CONTACT:          A.V. Phelps, Fellow Adjoint of JILA
!                  University of Colorado
!                  Boulder, CO 80309-0440
!                  e-mail: avp@@jila.colorado.edu
!HOW TO REFERENCE: http://jilawww.colorado.edu/~avp/
!xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
!
!**************************************************************************************************************
!    
!SPECIES: Ar^+ / Ar
!PROCESS: Ar+ + Ar -> , Backscat
!PARAM.:  Mi = 39.948, Mi/M = 1, complete set
!COMMENT: Ar+ in Ar: Phelps, J. Appl. Phys. 76, 747 (1994).
!COMMENT: 0.5*(1.15E-18*(1.+0.015/2./col(A))^0.6/(2.*col(A))^0.1-2E-19/(2.*col(A))^0.5/(1.+2.*col(A))-3E-19*2.*col(A)/(1.+2.*col(A)/3.)^2.3).
!UPDATED: 2011-10-30 07:03:24
!COLUMNS: Energy (eV) | Cross section (m2)
!-----------------------------
&SRList
SR(1)%Reaction        =           1,103,1,0.d0,
SR(1)%EnergySigma     =
 0.000000e+0	1.104590e-17
 1.000000e-4	1.104590e-17
 1.200000e-4	9.516760e-18
 1.400000e-4	8.384720e-18
 1.600000e-4	7.509970e-18
 1.900000e-4	6.513080e-18
 2.200000e-4	5.764980e-18
 2.600000e-4	5.014160e-18
 3.100000e-4	4.326990e-18
 3.700000e-4	3.729550e-18
 4.400000e-4	3.224180e-18
 5.200000e-4	2.802400e-18
 6.200000e-4	2.419150e-18
 7.400000e-4	2.088700e-18
 8.800000e-4	1.811810e-18
 1.000000e-3	1.633690e-18
 1.200000e-3	1.413530e-18
 1.400000e-3	1.254890e-18
 1.600000e-3	1.135440e-18
 1.900000e-3	1.003440e-18
 2.200000e-3	9.079180e-19
 2.600000e-3	8.158690e-19
 3.100000e-3	7.358180e-19
 3.700000e-3	6.703440e-19
 4.400000e-3	6.187650e-19
 5.200000e-3	5.790820e-19
 6.200000e-3	5.463650e-19
 7.400000e-3	5.213640e-19
 8.800000e-3	5.032900e-19
 1.000000e-2	4.933670e-19
 1.200000e-2	4.833690e-19
 1.400000e-2	4.780540e-19
 1.600000e-2	4.753280e-19
 1.900000e-2	4.738630e-19
 2.200000e-2	4.740270e-19
 2.600000e-2	4.753760e-19
 3.100000e-2	4.777090e-19
 3.700000e-2	4.806000e-19
 4.400000e-2	4.836240e-19
 5.200000e-2	4.864590e-19
 6.200000e-2	4.891220e-19
 7.400000e-2	4.912610e-19
 8.800000e-2	4.926560e-19
 1.000000e-1	4.931580e-19
 1.200000e-1	4.929950e-19
 1.400000e-1	4.919810e-19
 1.600000e-1	4.904120e-19
 1.900000e-1	4.874250e-19
 2.200000e-1	4.840120e-19
 2.600000e-1	4.791840e-19
 3.100000e-1	4.731020e-19
 3.700000e-1	4.660970e-19
 4.400000e-1	4.585780e-19
 5.200000e-1	4.509510e-19
 6.200000e-1	4.428110e-19
 7.400000e-1	4.348380e-19
 8.800000e-1	4.275560e-19
 1.000000e+0	4.226790e-19
 1.200000e+0	4.166410e-19
 1.400000e+0	4.124790e-19
 1.600000e+0	4.096010e-19
 1.900000e+0	4.068510e-19
 2.200000e+0	4.052680e-19
 2.600000e+0	4.041600e-19
 3.100000e+0	4.035640e-19
 3.700000e+0	4.032870e-19
 4.400000e+0	4.030730e-19
 5.200000e+0	4.027170e-19
 6.200000e+0	4.020130e-19
 7.400000e+0	4.008380e-19
 8.800000e+0	3.991630e-19
 1.000000e+1	3.975760e-19
 1.200000e+1	3.948030e-19
 1.400000e+1	3.920120e-19
 1.600000e+1	3.892890e-19
 1.900000e+1	3.854110e-19
 2.200000e+1	3.818090e-19
 2.600000e+1	3.774260e-19
 3.100000e+1	3.725450e-19
 3.700000e+1	3.674170e-19
 4.400000e+1	3.622320e-19
 5.200000e+1	3.571210e-19
 6.200000e+1	3.516600e-19
 7.400000e+1	3.461140e-19
 8.800000e+1	3.406600e-19
 1.000000e+2	3.366340e-19
 1.200000e+2	3.309070e-19
 1.400000e+2	3.260870e-19
 1.600000e+2	3.219370e-19
 1.900000e+2	3.166380e-19
 2.200000e+2	3.121590e-19
 2.600000e+2	3.071090e-19
 3.100000e+2	3.018560e-19
 3.700000e+2	2.966440e-19
 4.400000e+2	2.916130e-19
 5.200000e+2	2.868310e-19
 6.200000e+2	2.818720e-19
 7.400000e+2	2.769620e-19
 8.800000e+2	2.722300e-19
 1.000000e+3	2.687880e-19
 1.200000e+3	2.639510e-19
 1.400000e+3	2.599260e-19
 1.600000e+3	2.564870e-19
 1.900000e+3	2.521260e-19
 2.100000e+3	2.496200e-19
 2.600000e+3	2.443540e-19
 3.100000e+3	2.400980e-19
 3.700000e+3	2.358920e-19
 4.400000e+3	2.318430e-19
 5.200000e+3	2.280040e-19
 6.200000e+3	2.240310e-19
 7.400000e+3	2.201040e-19
 8.800000e+3	2.163240e-19
 1.000000e+4	2.135770e-19
!-----------------------------
!
!SPECIES: Ar^+ / Ar
!PROCESS: Ar+ + Ar -> , Isotropic
!PARAM.:  Mi = 39.948, Mi/M = 1, complete set
